File,Event,Label,BaseGroup,IsOriginal,IsAugmented,OuterSplit
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(01) walk and fall\data49_aug1.mat,walk and fall,1,data49.mat,0,1,trainval_augmented
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(01) walk and fall\data50.mat,walk and fall,1,data50.mat,1,0,trainval_original
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(01) walk and fall\data50_aug1.mat,walk and fall,1,data50.mat,0,1,trainval_augmented
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(01) walk and fall\data51.mat,walk and fall,1,data51.mat,1,0,trainval_original
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(01) walk and fall\data51_aug1.mat,walk and fall,1,data51.mat,0,1,trainval_augmented
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(01) walk and fall\data52.mat,walk and fall,1,data52.mat,1,0,trainval_original
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(01) walk and fall\data52_aug1.mat,walk and fall,1,data52.mat,0,1,trainval_augmented
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(01) walk and fall\data53.mat,walk and fall,1,data53.mat,1,0,trainval_original
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(01) walk and fall\data53_aug1.mat,walk and fall,1,data53.mat,0,1,trainval_augmented
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(01) walk and fall\data54.mat,walk and fall,1,data54.mat,1,0,trainval_original
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(01) walk and fall\data54_aug1.mat,walk and fall,1,data54.mat,0,1,trainval_augmented
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(01) walk and fall\data55.mat,walk and fall,1,data55.mat,1,0,trainval_original
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(01) walk and fall\data55_aug1.mat,walk and fall,1,data55.mat,0,1,trainval_augmented
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(01) walk and fall\data56.mat,walk and fall,1,data56.mat,1,0,trainval_original
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(01) walk and fall\data56_aug1.mat,walk and fall,1,data56.mat,0,1,trainval_augmented
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(01) walk and fall\data57.mat,walk and fall,1,data57.mat,1,0,trainval_original
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(01) walk and fall\data57_aug1.mat,walk and fall,1,data57.mat,0,1,trainval_augmented
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(01) walk and fall\data58.mat,walk and fall,1,data58.mat,1,0,trainval_original
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(01) walk and fall\data58_aug1.mat,walk and fall,1,data58.mat,0,1,trainval_augmented
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(01) walk and fall\data59.mat,walk and fall,1,data59.mat,1,0,trainval_original
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(01) walk and fall\data59_aug1.mat,walk and fall,1,data59.mat,0,1,trainval_augmented
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(01) walk and fall\data60.mat,walk and fall,1,data60.mat,1,0,trainval_original
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(01) walk and fall\data60_aug1.mat,walk and fall,1,data60.mat,0,1,trainval_augmented
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(02) sit and fall\data841.mat,sit and fall,1,data841.mat,1,0,trainval_original
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(02) sit and fall\data841_aug1.mat,sit and fall,1,data841.mat,0,1,trainval_augmented
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(02) sit and fall\data842.mat,sit and fall,1,data842.mat,1,0,trainval_original
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(02) sit and fall\data842_aug1.mat,sit and fall,1,data842.mat,0,1,trainval_augmented
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(02) sit and fall\data843.mat,sit and fall,1,data843.mat,1,0,trainval_original
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(02) sit and fall\data843_aug1.mat,sit and fall,1,data843.mat,0,1,trainval_augmented
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(02) sit and fall\data844.mat,sit and fall,1,data844.mat,1,0,trainval_original
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(02) sit and fall\data844_aug1.mat,sit and fall,1,data844.mat,0,1,trainval_augmented
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(02) sit and fall\data845.mat,sit and fall,1,data845.mat,1,0,trainval_original
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(02) sit and fall\data845_aug1.mat,sit and fall,1,data845.mat,0,1,trainval_augmented
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(02) sit and fall\data846.mat,sit and fall,1,data846.mat,1,0,trainval_original
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(02) sit and fall\data846_aug1.mat,sit and fall,1,data846.mat,0,1,trainval_augmented
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(02) sit and fall\data847.mat,sit and fall,1,data847.mat,1,0,trainval_original
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(02) sit and fall\data847_aug1.mat,sit and fall,1,data847.mat,0,1,trainval_augmented
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(02) sit and fall\data848.mat,sit and fall,1,data848.mat,1,0,trainval_original
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(02) sit and fall\data848_aug1.mat,sit and fall,1,data848.mat,0,1,trainval_augmented
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(02) sit and fall\data849.mat,sit and fall,1,data849.mat,1,0,trainval_original
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(02) sit and fall\data849_aug1.mat,sit and fall,1,data849.mat,0,1,trainval_augmented
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(02) sit and fall\data850.mat,sit and fall,1,data850.mat,1,0,trainval_original
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(02) sit and fall\data850_aug1.mat,sit and fall,1,data850.mat,0,1,trainval_augmented
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(02) sit and fall\data851.mat,sit and fall,1,data851.mat,1,0,test_original
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(02) sit and fall\data851_aug1.mat,sit and fall,1,data851.mat,0,1,test_augmented
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(02) sit and fall\data852.mat,sit and fall,1,data852.mat,1,0,test_original
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(02) sit and fall\data852_aug1.mat,sit and fall,1,data852.mat,0,1,test_augmented
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(02) sit and fall\data853.mat,sit and fall,1,data853.mat,1,0,trainval_original
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(02) sit and fall\data853_aug1.mat,sit and fall,1,data853.mat,0,1,trainval_augmented
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(02) sit and fall\data854.mat,sit and fall,1,data854.mat,1,0,trainval_original
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(02) sit and fall\data854_aug1.mat,sit and fall,1,data854.mat,0,1,trainval_augmented
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(02) sit and fall\data855.mat,sit and fall,1,data855.mat,1,0,test_original
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(02) sit and fall\data855_aug1.mat,sit and fall,1,data855.mat,0,1,test_augmented
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(02) sit and fall\data856.mat,sit and fall,1,data856.mat,1,0,trainval_original
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(02) sit and fall\data856_aug1.mat,sit and fall,1,data856.mat,0,1,trainval_augmented
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(02) sit and fall\data857.mat,sit and fall,1,data857.mat,1,0,trainval_original
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(02) sit and fall\data857_aug1.mat,sit and fall,1,data857.mat,0,1,trainval_augmented
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(02) sit and fall\data858.mat,sit and fall,1,data858.mat,1,0,trainval_original
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(02) sit and fall\data858_aug1.mat,sit and fall,1,data858.mat,0,1,trainval_augmented
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(02) sit and fall\data859.mat,sit and fall,1,data859.mat,1,0,trainval_original
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(02) sit and fall\data859_aug1.mat,sit and fall,1,data859.mat,0,1,trainval_augmented
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(02) sit and fall\data860.mat,sit and fall,1,data860.mat,1,0,trainval_original
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(02) sit and fall\data860_aug1.mat,sit and fall,1,data860.mat,0,1,trainval_augmented
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(02) sit and fall\data861.mat,sit and fall,1,data861.mat,1,0,trainval_original
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(02) sit and fall\data861_aug1.mat,sit and fall,1,data861.mat,0,1,trainval_augmented
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(02) sit and fall\data862.mat,sit and fall,1,data862.mat,1,0,trainval_original
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(02) sit and fall\data862_aug1.mat,sit and fall,1,data862.mat,0,1,trainval_augmented
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(02) sit and fall\data863.mat,sit and fall,1,data863.mat,1,0,trainval_original
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(02) sit and fall\data863_aug1.mat,sit and fall,1,data863.mat,0,1,trainval_augmented
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(02) sit and fall\data864.mat,sit and fall,1,data864.mat,1,0,trainval_original
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(02) sit and fall\data864_aug1.mat,sit and fall,1,data864.mat,0,1,trainval_augmented
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(02) sit and fall\data865.mat,sit and fall,1,data865.mat,1,0,trainval_original
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(02) sit and fall\data865_aug1.mat,sit and fall,1,data865.mat,0,1,trainval_augmented
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(02) sit and fall\data866.mat,sit and fall,1,data866.mat,1,0,trainval_original
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(02) sit and fall\data866_aug1.mat,sit and fall,1,data866.mat,0,1,trainval_augmented
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(02) sit and fall\data867.mat,sit and fall,1,data867.mat,1,0,trainval_original
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(02) sit and fall\data867_aug1.mat,sit and fall,1,data867.mat,0,1,trainval_augmented
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(02) sit and fall\data868.mat,sit and fall,1,data868.mat,1,0,trainval_original
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(02) sit and fall\data868_aug1.mat,sit and fall,1,data868.mat,0,1,trainval_augmented
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(02) sit and fall\data869.mat,sit and fall,1,data869.mat,1,0,test_original
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(02) sit and fall\data869_aug1.mat,sit and fall,1,data869.mat,0,1,test_augmented
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(02) sit and fall\data870.mat,sit and fall,1,data870.mat,1,0,trainval_original
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(02) sit and fall\data870_aug1.mat,sit and fall,1,data870.mat,0,1,trainval_augmented
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(03) stumble\data1651.mat,stumble,1,data1651.mat,1,0,trainval_original
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(03) stumble\data1651_aug1.mat,stumble,1,data1651.mat,0,1,trainval_augmented
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(03) stumble\data1652.mat,stumble,1,data1652.mat,1,0,trainval_original
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(03) stumble\data1652_aug1.mat,stumble,1,data1652.mat,0,1,trainval_augmented
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(03) stumble\data1653.mat,stumble,1,data1653.mat,1,0,trainval_original
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(03) stumble\data1653_aug1.mat,stumble,1,data1653.mat,0,1,trainval_augmented
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(03) stumble\data1654.mat,stumble,1,data1654.mat,1,0,trainval_original
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(03) stumble\data1654_aug1.mat,stumble,1,data1654.mat,0,1,trainval_augmented
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(03) stumble\data1655.mat,stumble,1,data1655.mat,1,0,trainval_original
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(03) stumble\data1655_aug1.mat,stumble,1,data1655.mat,0,1,trainval_augmented
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(03) stumble\data1656.mat,stumble,1,data1656.mat,1,0,trainval_original
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(03) stumble\data1656_aug1.mat,stumble,1,data1656.mat,0,1,trainval_augmented
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(03) stumble\data1657.mat,stumble,1,data1657.mat,1,0,trainval_original
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(03) stumble\data1657_aug1.mat,stumble,1,data1657.mat,0,1,trainval_augmented
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(03) stumble\data1658.mat,stumble,1,data1658.mat,1,0,trainval_original
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(03) stumble\data1658_aug1.mat,stumble,1,data1658.mat,0,1,trainval_augmented
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(03) stumble\data1659.mat,stumble,1,data1659.mat,1,0,trainval_original
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(03) stumble\data1659_aug1.mat,stumble,1,data1659.mat,0,1,trainval_augmented
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(03) stumble\data1660.mat,stumble,1,data1660.mat,1,0,trainval_original
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(03) stumble\data1660_aug1.mat,stumble,1,data1660.mat,0,1,trainval_augmented
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(03) stumble\data1661.mat,stumble,1,data1661.mat,1,0,trainval_original
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(03) stumble\data1661_aug1.mat,stumble,1,data1661.mat,0,1,trainval_augmented
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(03) stumble\data1662.mat,stumble,1,data1662.mat,1,0,trainval_original
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(03) stumble\data1662_aug1.mat,stumble,1,data1662.mat,0,1,trainval_augmented
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(03) stumble\data1663.mat,stumble,1,data1663.mat,1,0,trainval_original
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(03) stumble\data1663_aug1.mat,stumble,1,data1663.mat,0,1,trainval_augmented
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(03) stumble\data1664.mat,stumble,1,data1664.mat,1,0,test_original
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(03) stumble\data1664_aug1.mat,stumble,1,data1664.mat,0,1,test_augmented
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(03) stumble\data1665.mat,stumble,1,data1665.mat,1,0,test_original
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(03) stumble\data1665_aug1.mat,stumble,1,data1665.mat,0,1,test_augmented
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(03) stumble\data1666.mat,stumble,1,data1666.mat,1,0,trainval_original
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(03) stumble\data1666_aug1.mat,stumble,1,data1666.mat,0,1,trainval_augmented
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(03) stumble\data1667.mat,stumble,1,data1667.mat,1,0,trainval_original
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(03) stumble\data1667_aug1.mat,stumble,1,data1667.mat,0,1,trainval_augmented
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(03) stumble\data1668.mat,stumble,1,data1668.mat,1,0,test_original
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(03) stumble\data1668_aug1.mat,stumble,1,data1668.mat,0,1,test_augmented
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(03) stumble\data1669.mat,stumble,1,data1669.mat,1,0,trainval_original
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(03) stumble\data1669_aug1.mat,stumble,1,data1669.mat,0,1,trainval_augmented
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(03) stumble\data1670.mat,stumble,1,data1670.mat,1,0,trainval_original
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(03) stumble\data1670_aug1.mat,stumble,1,data1670.mat,0,1,trainval_augmented
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(03) stumble\data1671.mat,stumble,1,data1671.mat,1,0,test_original
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(03) stumble\data1671_aug1.mat,stumble,1,data1671.mat,0,1,test_augmented
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(03) stumble\data1672.mat,stumble,1,data1672.mat,1,0,trainval_original
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(03) stumble\data1672_aug1.mat,stumble,1,data1672.mat,0,1,trainval_augmented
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(03) stumble\data1673.mat,stumble,1,data1673.mat,1,0,trainval_original
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(03) stumble\data1673_aug1.mat,stumble,1,data1673.mat,0,1,trainval_augmented
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(03) stumble\data1674.mat,stumble,1,data1674.mat,1,0,trainval_original
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(03) stumble\data1674_aug1.mat,stumble,1,data1674.mat,0,1,trainval_augmented
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(03) stumble\data1675.mat,stumble,1,data1675.mat,1,0,trainval_original
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(03) stumble\data1675_aug1.mat,stumble,1,data1675.mat,0,1,trainval_augmented
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(03) stumble\data1676.mat,stumble,1,data1676.mat,1,0,trainval_original
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(03) stumble\data1676_aug1.mat,stumble,1,data1676.mat,0,1,trainval_augmented
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(03) stumble\data1677.mat,stumble,1,data1677.mat,1,0,trainval_original
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(03) stumble\data1677_aug1.mat,stumble,1,data1677.mat,0,1,trainval_augmented
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(03) stumble\data1678.mat,stumble,1,data1678.mat,1,0,trainval_original
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(03) stumble\data1678_aug1.mat,stumble,1,data1678.mat,0,1,trainval_augmented
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(03) stumble\data1679.mat,stumble,1,data1679.mat,1,0,trainval_original
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(03) stumble\data1679_aug1.mat,stumble,1,data1679.mat,0,1,trainval_augmented
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(03) stumble\data1680.mat,stumble,1,data1680.mat,1,0,trainval_original
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(03) stumble\data1680_aug1.mat,stumble,1,data1680.mat,0,1,trainval_augmented
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(04) slipping\data2461.mat,slipping,1,data2461.mat,1,0,trainval_original
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(04) slipping\data2461_aug1.mat,slipping,1,data2461.mat,0,1,trainval_augmented
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(04) slipping\data2462.mat,slipping,1,data2462.mat,1,0,trainval_original
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(04) slipping\data2462_aug1.mat,slipping,1,data2462.mat,0,1,trainval_augmented
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(04) slipping\data2463.mat,slipping,1,data2463.mat,1,0,trainval_original
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(04) slipping\data2463_aug1.mat,slipping,1,data2463.mat,0,1,trainval_augmented
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(04) slipping\data2464.mat,slipping,1,data2464.mat,1,0,trainval_original
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(04) slipping\data2464_aug1.mat,slipping,1,data2464.mat,0,1,trainval_augmented
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(04) slipping\data2465.mat,slipping,1,data2465.mat,1,0,trainval_original
C:\Users\nurel\Downloads\ELLYANA FYP\Data Augmented\(04) slipping\data2465_aug1.mat,slipping,1,data2465.mat,0,1,trainval_augmented
